Notes,NAME,Common Name,Common_name_final,Common Name2,Name_matched_rank,Name_matched_accepted_family,Genus_matched,Specific_epithet_matched,Unmatched_terms,Taxonomic_status,Name_matched_url,Habit_pfaf,Habit_trop,Habit_Combined,Evergreen,Herb,Annual,Woodiness,N_Fixing,Height_pfaf,Height_trop,height (KEW),Growth,cultivation_trop,Polli,Height_combined,Min Rainfall,Max Rainfall,Min T°,max T°,,Soil,Shade,Moisture,Hardiness,Weed,fao_name_old,fao_group_old,fao_group,FAO_DB_africa,FAO_DB_Timber,FAO_spice,FAO_II,Ecocrop,FAO_GROUPII,FAO_Khoury,Timber,Medicinal,Alim,Part,alim_tropMEAN,medi_tropMEAN,other_tropMEAN,Profile,Hazards,Source,IUCN,Habitats,Range,Native_to,pollinators_trop,
,Senna spectabilis,"Bruscon, Canafistola Macho, Canchin, Candelilla, Candelillo, Carnaval, Chiquichique, Flor De Los Muertos, Flor De Todos Los Santos, Frijolillo, Golden Shower, Kaha-Kona, Munjal-kona, Ramo, Tarantan, Vasito Sucio, Velero, Yuto",,"Bruscon, Canafistola Macho, Canchin, Candelilla, Candelillo, Carnaval, Chiquichique, Flor De Los Muertos, Flor De Todos Los Santos, Frijolillo, Golden Shower, Kaha-Kona, Munjal-kona, Ramo, Tarantan, Vasito Sucio, Velero, Yuto",species,Fabaceae,Senna,spectabilis,NA,Accepted,http://www.tropicos.org/Name/13041516,"Perennial, Not climbing, Shrub/Tree",Semi-deciduous Tree,Semi-deciduous Tree,Semi-deciduous,Tree,Perennial,Woody,Senna,NULL,12.00  ,NA,NULL,"Cultivated, Ornamental, Wild",bees,12,800,1000,15,25,,NA,NA,NA,NA,NA,NA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Ecocrop,"Timber, Firewood",#N/A,NA,NA,NA,NA,0,2,2,,NA,NA,LC - least concern,NA,NA,,Bees,#N/A
,Sesamum indicum,Sesame,Sesame,Sesame,species,Pedaliaceae,Sesamum,indicum,NA,Accepted,http://www.tropicos.org/Name/24300029,Annual,Annual,Annual,herbaceous,herb,Annual,herbaceous,No,1,1.00  ,NA,NULL,Cultivated,NA,1,,,,,,light (sandy) -medium -  heavy (clay),No shade,Moist,10 ->  12,No,Sesame seed,Oil crops,Sesame,#N/A,#N/A,"Spice, E",,,"Fruits, oil crop, spices",Oil,,,Alim,oilseeds,3.66666666666667,3,4,alimmediother,None known,pfaf.org,NA,Not known in a truly wild situation.,Not known but possibly northeast Africa or India.,,Self,#N/A
,Sesbania bispinosa,NA,,#N/A,species,Fabaceae,Sesbania,aculeata,NA,Accepted,http://www.tropicos.org/Name/13066307,NA,Annual/Perennial,Annual/Perennial,NA,Shrub,Perennial,Woody,Sesbania,NULL,2.00  ,NA,NULL,"Cultivated, Ornamental, Wild",bees,2, NA, NA, NA, NA,,NA,NA,NA,NA,NA,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Ecocrop,"Forage, Firewood",#N/A,Other,,,Other?,2,2,4,other,NA,NA,LC - least concern,NA,NA,,"Bees, Self",#N/A
,Sesbania sesban,Sesban,,Sesban,species,Fabaceae,Sesbania,sesban,NA,Accepted,http://www.tropicos.org/Name/13048541,Shrub,Shrub,Deciduous Shrub,Deciduous,Shrub,Perennial,Woody,Sesbania,5,5.00  ,NA,Fast,"Cultivated, Wild",bees,5,500,2000,10-18,23-45,,light (sandy) -medium -  heavy (clay),No shade,Moist -Wet,10 ->  12,No,NA,#N/A,,#N/A,#N/A,#N/A,#N/A,Ecocrop,"Vegetables, Firewood",#N/A,Other,,,Other?,2,2,4,other,Fresh seeds are poisonous to humans but are eaten after soaking for 3 days and then cooking[418 ].,pfaf.org,LC - least concern,"Common along streams, swamp banks and moist and inundated bottomlands[303 ].","Africa, through Arabia, southern Asia to Australia. Widely naturalised in other areas of the tropics.",,Bees,#N/A
,Sesbania spp.,NA,,#N/A,genus,Fabaceae,Sesbania,NA,spp.,Accepted,http://www.tropicos.org/Name/40035859,NA,NA,Evergreen Tree,Evergreen,Tree,Perennial,Woody,Sesbania,NULL,NA,NA,NULL,NA,NA,NULL, NA, NA, NA, NA,,NA,NA,NA,NA,NA,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,NO_FAO_GROUP,#N/A,NA,NA,NA,NA,NA,NA,NA,alimmediother,NA,NA,NA,NA,NA,,NA,#N/A
,Setaria italica,Foxtail Millet,Millet_italian,Foxtail Millet,species,Poaceae,Setaria,italica,NA,Accepted,http://www.tropicos.org/Name/25509961,Annual,Annual,Annual,herbaceous,herb,Annual,herbaceous,No,"0,5",0.75  ,NA,NULL,Cultivated,Wind,0.75,,,,,,light (sandy) -medium -  heavy (clay),No shade,Moist,10 ->  12,No,Millets,Cereals,Cereals,#N/A,#N/A,#N/A,,,Cereals,Cereal,,,Alim,cereals,4,2,0.666666666666667,alimother,None known,pfaf.org,NA,Not known in a truly wild situation.,Asia? The plant was derived through cultivation and its origin is obscure.,,Wind,#N/A
,Setaria sphacelata,NA,,#N/A,species,Poaceae,Setaria,sphacelata,NA,Accepted,http://www.tropicos.org/Name/25511500,Perennial,grass,Grass,NA,herb,Perennial,herbaceous,No,NULL,,,NA,Cultivated,Wind,25,,,,,,NA,NA,NA,NA,,,#N/A,#N/A,#N/A,#N/A,#N/A,Forage crops – Poaceae,,Forage,#N/A,Fodder,,,Fodder,NA,NA,NA,alimmediother,,,LC - least concern,,,,wind,#N/A
,Setaria viridis,Green Bristle Grass,,Green Bristle Grass,species,Poaceae,Setaria,viridis,NA,Accepted,http://www.tropicos.org/Name/25509967,Annual,NA,"Annual, not climbing",herbaceous,herb,Annual,herbaceous,No,"0,5","0,45",NA,NULL,Wild,Wind,0.5,,,,,,light (sandy) -medium -  heavy (clay),No shade,Dry- Moist,05 -> 09,Yes,NA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,NO_FAO_GROUP,#N/A,NA,NA,NA,NA,2,2,0,,None known,pfaf.org,NA,"Dry places and cultivated ground[89]. Mountain slopes, roadsides and grassy waste places throughout most of China[266].",Europe to E. Asia - Japan. A casual in Britain[17].,,Wind,#N/A
,shade trees,NA,,#N/A,genus,Malvaceae,Side,NA,trees,Synonym,https://wcvp.science.kew.org/taxon/26069-1,NA,NA,Tree,NA,Tree,Perennial,Woody,No,NULL,NA,NA,NULL,NA,NA,NULL, NA, NA, NA, NA,,NA,NA,NA,NA,NA,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,NO_FAO_GROUP,#N/A,NA,NA,NA,NA,NA,NA,NA,alimmediother,NA,NA,NA,NA,NA,,NA,#N/A
,shefflera morototoni,,,NA,species,Araliaceae,Schefflera,morototoni,NA,NA,http://www.worldfloraonline.org/taxon/wfo-0000306111,,NA,NA,Evergreen,Tree,Perennial,Woody,No,NULL,NA,NA,fast,"Ornamental, Wild",NA,15,TODO,TODO,TODO,TODO,,NA,NA,NA,NA,NA,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,NO_FAO_GROUP,#N/A,,,,,0,2,3,other,None known,,NA,"Widespread in the wet forests of tropical America, it is frequently found in upland forests and in old open woodlands[303
]. In Peru, it is common on the savannah margins[303
]. It prefers open forests with abundant light[303
].","S. America - Argentina, Uruguay, Paraguay, Brazil, Bolivia, Peru, Ecuador, Colombia, Venezuela, the Guyanas; C. America - Panama to Mexico; Caribbean.",,NA,#N/A
,Shorea leprosula,NA,,#N/A,species,Dipterocarpaceae,Shorea,leprosula,NA,Accepted,https://wcvp.science.kew.org/taxon/321328-1,NA,Tree,Deciduous Tree,Deciduous,Tree,Perennial,Woody,No,NULL,45.00  ,NA,NULL,Wild,Thrips,45,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,#N/A,#N/A,#N/A,Timber,#N/A,,,Timber,#N/A,Timber,,,Woody shoot,0,1,3,other,NA,NA,NT - near threatened,NA,NA,,Thrips,#N/A
Only control species,shorea robusta,,,,,Dipterocarpaceae,Shorea,robusta,,,,,,Evergreen Tree,Evergreen,Tree,Perennial,Woody,No,,,,,Wild,,12,,,,,,,,,,,,#N/A,"Oilcrops, Other",#N/A,#N/A,#N/A,#N/A,,,Oil,Other,,Alim,,4,3,4,alimmediother,,,LC - least concern,,,,,
,shrubs,NA,,#N/A,NA,NA,NA,NA,shrubs,NA,NA,NA,NA,Shrub,NA,shrub,Perennial,Woody,No,NULL,NA,NA,NULL,NA,NA,NULL, NA, NA, NA, NA,,NA,NA,NA,NA,NA,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,NO_FAO_GROUP,#N/A,NA,NA,NA,NA,NA,NA,NA,alimmediother,NA,NA,NA,NA,NA,,NA,#N/A
,Simarouba glauca,"Paradise Tree, Bitterwood, Dysentery-bark",,"Paradise Tree, Bitterwood, Dysentery-bark",species,Simaroubaceae,Simarouba,glauca,NA,Accepted,http://www.tropicos.org/Name/29400084,Tree,Evergreen Tree,Evergreen Tree,Evergreen,tree,Perennial,Woody,No,15,15.00  ,NA,Fast,Wild,bees,15, NA, NA, NA, NA,,light (sandy) -medium -  heavy (clay),Semi-shade/full sun,Moist -Wet,09 ->  12,No,NA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Ecoc rop,essential oil,#N/A,,medicinal,,Fruits,3,4,2,alimmedi,None known,pfaf.org,LC - least concern,"An understorey tree in moist or usually dry forest or thickets, often on dry open rocky hillsides, common in many regions along stream beds at elevations up to 900 metres[331 , 378 ].",Central America - Panama to Mexico. Caribbean - Cuba to southern Florida.,,Bees,#N/A
Only control species,sloanea sp.,,,,,Elaeocarpaceae,Sloanea,,sp.,,,,,NA,,Tree,Perennial,Woody,No,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,#N/A,,,,,,,,,,,NA,,,,,
,Solanum aethiopicum,NA,,#N/A,species,Solanaceae,Solanum,gilo,NA,Synonym,http://www.tropicos.org/Name/29600109,NA,Deciduous Shrub,Deciduous Shrub,Deciduous,Shrub,Perennial,Woody,No,NULL,2.50  ,NA,NULL,Cultivated,"Bees, insects",2.5, NA, NA, NA, NA,,NA,NA,NA,NA,NA,,#N/A,,#N/A,#N/A,#N/A,#N/A,,vegetables,Vegetable,NA,NA,Alim,Non woody fruits,3.66666666666667,2,2,alim,NA,NA,NA,NA,NA,,"Bees, Insects",#N/A
,Solanum lycopersicum,"Tomato, Garden Tomato",Tomato,"Tomato, Garden Tomato",species,Solanaceae,Solanum,lycopersicum,NA,Accepted,http://www.tropicos.org/Name/29605838,Annual,Annual,Annual,herbaceous,herb,Annual,herbaceous,No,2,2.00  ,NA,Fast,Cultivated,insects,2,,,,,,light (sandy) -medium -  heavy (clay),No shade,Moist,10 ->  12,No,"Tomatoes, fresh",Vegetables,Tomato,#N/A,#N/A,#N/A,,,Vegetables,Fruits,,,Alim,vegetables,5,3,3,alimmediother,"All green parts of the plant are poisonous[19 , 76 ]. Although providing many well-known foods for people, including the potato, tomato, pepper and aubergine, most plants in the family Solanaceae also contain poisonous alkaloids. Unless there are specific entries with information on edible uses, it would be unwise to ingest any part of this plant[K ].",pfaf.org,NA,Not known in a truly wild situation.,"Original habitat is obscure, probably Western S. America[132 ].",,"Insects, Self",#N/A
,Solanum melongena,"Aubergine, Eggplant",Eggplant,"Aubergine, Eggplant",species,Solanaceae,Solanum,melongena,NA,Accepted,http://www.tropicos.org/Name/29600121,Perennial,Perennial,Perennial,NA,herb,Perennial,herbaceous,No,1,1.00  ,NA,NULL,Cultivated,insects,1,,,,,,light (sandy) -medium -  heavy (clay),No shade,Moist,08-> 11,No,Eggplants (aubergines),Vegetables,#N/A,#N/A,#N/A,#N/A,,,Vegetables,Vegetable,,,Alim,vegetables,3,2,0,alim,All green parts of the plant are poisonous[19].,pfaf.org,NA,Not known in the wild.,The origin of this plant is obscure.,,"Insects, Self",#N/A
,Solanum rugosum,pelotillo,,pelotillo,species,Solanaceae,Solanum,rugosum,NA,Accepted,http://www.tropicos.org/Name/29602620,"Shrub, Small tree.",Evergreen Shrub,Evergreen Shrub,Evergreen,Shrub/tree,Perennial,Woody,No,NULL,3.00  ,NA,NULL,Wild,NA,3, NA, NA, NA, NA,,NA,NA,NA,NA,NA,pelotillo,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,NO_FAO_GROUP,#N/A,NA,NA,NA,NA,0,2,0,,NA,NA,LC - least concern,NA,NA,,NA,#N/A
,Solanum sp.,NA,,#N/A,genus,Solanaceae,Solanum,NA,sp.,Accepted,http://www.tropicos.org/Name/40001681,NA,NA,NA,NA,herb,Annual/Perennial,herbaceous,No,NULL,NA,NA,NULL,NA,NA,NULL,,,,,,NA,NA,NA,NA,NA,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,Fruits,#N/A,,,Alim,Non woody fruits,NA,NA,NA,alimmediother,NA,NA,NA,NA,NA,,NA,#N/A
,Solanum tuberosum,"Potato, Irish potato",Potato,"Potato, Irish potato",species,Solanaceae,Solanum,tuberosum,NA,Accepted,http://www.tropicos.org/Name/29600334,Perennial,Perennial,Perennial,NA,herb,Perennial,herbaceous,No,1,1.00  ,NA,NULL,Cultivated,insects,1,,,,,,light (sandy) -medium -  heavy (clay),No shade,Moist,Coming soon,No,Potatoes,Roots and tubers,Potatoes,#N/A,#N/A,#N/A,,,"Root,tuber",Root and tuber,,,Alim,Root/tuber,"5,00","2,00","3,00",alimother,"Although no specific mention of toxicity has been seen for this species, it belongs to a genus where many if not all the members have poisonous leaves and sometimes also the unripe fruits.",pfaf.org,NA,"Cultivated as a food crop, it is not known in the wild.","S. America - Colombia, Peru..",,Insects,#N/A
,solidago rigida,,,"Stiff Goldenrod, Flat Topped Goldenrod, Stiff Goldenrod",species,Asteraceae,Solidago,rigida,NA,NA,http://www.worldfloraonline.org/taxon/wfo-0000129341,,NA,Perennial,herb,herb,Perennial,herbaceous,No,2,NULL,NA,fast,Wild,,2,TODO,TODO,TODO,TODO,,"light (sandy), medium (loamy) and heavy (clay) soils",semi-shade,Moist,03 -> 09,No,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,NO_FAO_GROUP,#N/A,,,,,0.0,2.0,2,alimmedi,None known,,NA,"Dry or gravelly open woods, thickets and prairies[43].","Eastern N. America - Ontario to Saskatchewan, south to Massachusetts, Georgia, Texas and Colorado.",,Insects,#N/A
,Sorbus domestica,Service Tree,Service_tree,Service Tree,species,Rosaceae,Sorbus,domestica,NA,Synonym,http://www.tropicos.org/Name/27803722,Tree,NA,Deciduous Tree,Deciduous,tree,Perennial,Woody,No,15,NA,NA,Medium,Wild,insects,15, NA, NA, NA, NA,,light (sandy) -medium -  heavy (clay),Semi-shade/full sun,Moist,06 -> 10,No,NA,#N/A,"Fruits, Other",#N/A,#N/A,#N/A,#N/A,,"Fruits, others",#N/A,,,Alim,Woody Fruits,5,0,2,alim,"The seeds probably contain hydrogen cyanide. This is the ingredient that gives almonds their characteristic flavour. Unless the seed is very bitter it should be perfectly safe in reasonable quantities. In small quantities, hydrogen cyanide has been shown to stimulate respiration and improve digestion, it is also claimed to be of benefit in the treatment of cancer. In excess, however, it can cause respiratory failure and even death.",pfaf.org,LC - least concern,Woods and bushy places[45].,Europe.,,Insects,#N/A
,Sorbus torminalis,"Wild Service Tree, Checkertree",,"Wild Service Tree, Checkertree",species,Rosaceae,Sorbus,torminalis,NA,Accepted,http://www.tropicos.org/Name/27800381,Tree,NA,Deciduous Tree,Deciduous,tree,Perennial,Woody,No,20,NA,NA,Medium,Wild,insects,20, NA, NA, NA, NA,,light (sandy) -medium -  heavy (clay),Semi-shade/full sun,Moist,05 -> 09,No,NA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,NO_FAO_GROUP,#N/A,,,Alim,Woody Fruits,4,0,2,alim,"The seeds probably contain hydrogen cyanide. This is the ingredient that gives almonds their characteristic flavour. Unless the seed is very bitter it should be perfectly safe in reasonable quantities. In small quantities, hydrogen cyanide has been shown to stimulate respiration and improve digestion, it is also claimed to be of benefit in the treatment of cancer. In excess, however, it can cause respiratory failure and even death.",pfaf.org,LC - least concern,"Woods, usually on clay[186], sometimes on limestone[17].","Europe, from Britain and Denmark south and east to N. Africa, the Caucasus and W. Asia.",,insects,#N/A
,Sorghum bicolor,"Sorghum, Common wild sorghum, Grain sorghum, Sudangrass",Sorghum,"Sorghum, Common wild sorghum, Grain sorghum, Sudangrass",species,Poaceae,Sorghum,bicolor,NA,Accepted,http://www.tropicos.org/Name/25513454,Annual,Annual,Annual,herbaceous,herb,Annual,herbaceous,No,5,5.00  ,NA,Fast,Cultivated,wind,5,,,,,,light (sandy) -medium -  heavy (clay),No shade,Dry- Moist,09 ->  12,No,Sorghum,Cereals,Cereals,#N/A,#N/A,#N/A,,,Cereals,Cereal,,,Alim,cereals,4,2,3,alimother,"The immature plant is poisonous, especially if slightly wilted, since it can contain the toxins hydrogen cyanide and the alkaloid hordenine[4, 142, 269]. These substances are destroyed if the plant is dried or made into silage[269]. In small quantities, hydrogen cyanide has been shown to stimulate respiration and improve digestion, it is also claimed to be of benefit in the treatment of cancer. In excess, however, it can cause respiratory failure and even death.",pfaf.org,NA,Not known in the wild.,Original habitat is obscure.,,"Self, Wind",#N/A
,sorghum sp.,,,NA,genus,Poaceae,Sorghum,,sp.,NA,http://www.worldfloraonline.org/taxon/wfo-4000035801,,Annual,Annual,herbaceous,herb,Annual,herbaceous,No,5,5.00  ,NA,Fast,Cultivated,wind,5,,,,,,light (sandy) -medium -  heavy (clay),No shade,Dry- Moist,09 ->  12,No,Sorghum,Cereals,#N/A,#N/A,#N/A,#N/A,,ecocrop,cereals,#N/A,,,Alim,cereals,4,2,3,alimother,"The immature plant is poisonous, especially if slightly wilted, since it can contain the toxins hydrogen cyanide and the alkaloid hordenine[4, 142, 269]. These substances are destroyed if the plant is dried or made into silage[269]. In small quantities, hydrogen cyanide has been shown to stimulate respiration and improve digestion, it is also claimed to be of benefit in the treatment of cancer. In excess, however, it can cause respiratory failure and even death.",pfaf.org,NA,Not known in the wild.,Original habitat is obscure.,,"Self, Wind",#N/A
,Spathodea campanulata,NA,,#N/A,species,Bignoniaceae,Spathodea,campanulata,NA,Accepted,http://www.tropicos.org/Name/3700582,NA,Semi-deciduous Tree,Semi-deciduous Tree,Semi-deciduous,Tree,Perennial,Woody,No,30,25.00  ,NA,NULL,"Cultivated, Ornamental, Wild",birds,25,1300,2000,27,30,,NA,NA,NA,NA,NA,,#N/A,#N/A,#N/A,Timber,#N/A,,,Timber,#N/A,Timber,,,Woody shoot,2,2,3,other,NA,NA,LC - least concern,NA,NA,,"nectar-feeding birds, which may be important pollinators (Corlett 2005)",#N/A
,spondias cytherea,,,"Golden Apple, Ambarella,",species,Anacardiaceae,Spondias,cytherea,NA,Illegitimate,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2480685,,Deciduous Tree,Deciduous Tree,Deciduous,Tree,Perennial,Woody,No,15,NA,NULL,Fast,NA,bees,15,TODO,TODO,TODO,TODO,,NA,NA,NA,09 -> 12,No,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Ecocrop,Fruits,#N/A,,,Alim,,4.0,2.0,1,alimmedi,Care should be taken when eating the fruit since the seeds have very sharp spines[307 ].,,NA,Dry or secondary forests from sea-level to 500 metres[311 ].,"Probably arose in tropical Asia, but only known in cultivation.",,Bees,#N/A
,Spondias dulcis,"Golden Apple, Ambarella,",Ambarella,"Golden Apple, Ambarella,",species,Anacardiaceae,Spondias,dulcis,NA,Accepted,http://www.tropicos.org/Name/1300225,Tree,Deciduous Tree,Deciduous Tree,Deciduous,tree,Perennial,Woody,No,15,15.00  ,NA,Fast,"Cultivated, Ornamental, Wild",bees,15, NA, NA, NA, NA,,light (sandy) -medium -  heavy (clay),Semi-shade/full sun,Dry- Moist,09 ->  12,No,Apples,Fruits,#N/A,#N/A,#N/A,#N/A,,,Fruits,#N/A,,,Alim,Woody Fruits,4,2,0.666666666666667,alimother,Care should be taken when eating the fruit since the seeds have very sharp spines[307 ].,pfaf.org,NA,Dry or secondary forests from sea-level to 500 metres[311 ].,"Probably arose in tropical Asia, but only known in cultivation.",,Bees,#N/A
,Spondias mombin,"Yellow Mombin, Hog Plum, Caja Fruit, Tapereb‚àö¬∞",,"Yellow Mombin, Hog Plum, Caja Fruit, Tapereb‚àö¬∞",NA,NA,NA,NA,NA,NA,NA,Tree,Deciduous Tree,Deciduous Tree,Deciduous,tree,Perennial,Woody,No,20,15.00  ,NA,Fast,"Cultivated, Ornamental, Wild",bees,15, NA, NA, NA, NA,,medium -  heavy (clay),No shade,Dry- Moist,10 ->  12,NA,"Fruit, tropical (fresh) nes",Fruits,#N/A,Fruit pulp; fruit jam and jellies,Timber,#N/A,,,"Fruits, Timber",#N/A,Timber,,Alim,Woody Fruits,"4,00","2,00","2,00",alim,None known,pfaf.org,LC - least concern,"Occurs in a great variety of humid tropical climates, often in secondary vegetation derived from evergreen lowland forest or semi-deciduous forest[303 ].","S. America - Paraguay, Brazil, Bolivia, Peru, Ecuador, Colombia, Venezuela, Guyana, Surinam",,Bees,#N/A
,Stachytarpheta jamaicensis,NA,,#N/A,species,Verbenaceae,Stachytarpheta,jamaicensis,NA,Accepted,http://www.tropicos.org/Name/33700520,NA,Perennial,"Perennial, Not climbing, Herb",NA,herb,Perennial,herbaceous,No,NULL,1.00  ,NA,NULL,"Cultivated, Ornamental, Wild","bees, beetles, moths, hummingbirds ",1,,,,,,NA,NA,NA,NA,NA,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,NO_FAO_GROUP,#N/A,NA,NA,NA,NA,2,3,1,medi,NA,NA,LC - least concern,NA,NA,,"bees, beetles, moths, and hummingbirds (https://sfyl.ifas.ufl.edu/)",#N/A
,Stevia rebaudiana,"Stevia, Candyleaf",Stevia,"Stevia, Candyleaf",species,Asteraceae,Stevia,rebaudiana,NA,Accepted,http://www.tropicos.org/Name/2716375,Annual,Perennial,Perennial,NA,herb,Perennial,herbaceous,No,"0,5",1.00  ,NA,NULL,"Cultivated, Wild",insects,1,,,,,,light (sandy) -medium,No shade,Moist,08-> 11,No,NA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Ecocrop,medicinal,#N/A,NA,NA,Alim,Leaves,4,1.33333333333333,1.33333333333333,alimmediother,"May cause dizziness, headache, flatulence, nausea & muscle pain. Caution with diabetic patients. May increase blood pressure lowering effects of allopathic medicine [301].",pfaf.org,NA,"Infertile, sandy acid soils with shallow water tables. This is normally in areas like the edge of mashes and grassland communities.","S. America - Brazil, Paraguay.",,Insects,#N/A
,Stryphnodendron sp.,NA,,#N/A,genus,Fabaceae,Stryphnodendron,NA,sp.,Accepted,http://www.tropicos.org/Name/40007370,NA,NA,Deciduous Tree,Deciduous,Tree,Perennial,Woody,Stryphnodendron,NULL,NA,NA,NULL,NA,NA,NULL, NA, NA, NA, NA,,NA,NA,NA,NA,NA,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,NO_FAO_GROUP,#N/A,NA,NA,NA,NA,NA,NA,NA,alimmediother,NA,NA,NA,NA,NA,,NA,#N/A
,Stylosanthes humilis,neblina,,neblina,species,Fabaceae,Stylosanthes,humilis,NA,Accepted,http://www.tropicos.org/Name/13001618,"Perennial, Not climbing, Herb",NA,"Perennial, Not climbing, Herb",NA,herb,Perennial,herbaceous,Stylosanthes,NULL,NA,NA,NULL,cultivated,bees,0.7,,,,,,NA,NA,NA,NA,NA,neblina,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Ecocrop,Forage,#N/A,NA,NA,NA,NA,NA,NA,NA,alimmediother,NA,NA,NA,,NA,,Bees,#N/A
,stylosanthes seabrana,,,NA,species,Fabaceae,Stylosanthes,seabrana,NA,NA,http://www.worldfloraonline.org/taxon/wfo-0001267365,,NA,NA,Evergreen,Shrub,Perennial,Woody,Stylosanthes,NULL,NA,NA,NA,NA,NA,0.7,TODO,TODO,TODO,TODO,,NA,NA,NA,NA,NA,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Ecocrop,Forage,#N/A,,,,,NaN,NaN,NA,alimmediother,NA,,NA,NA,NA,,NA,#N/A
,Swietenia macrophylla,"Big Leaf Mahogany, Honduras Mahogany",,"Big Leaf Mahogany, Honduras Mahogany",species,Meliaceae,Swietenia,macrophylla,NA,Accepted,http://www.tropicos.org/Name/20400346,Tree,Evergreen Tree,Evergreen Tree,Evergreen,tree,Perennial,Woody,No,35,35.00  ,NA,Slow,"Cultivated, Ornamental, Wild",insects,35,1600,2500,11-20,28-35,,medium -  heavy (clay),No shade,Moist,10 ->  12,Yes,NA,#N/A,#N/A,#N/A,Timber,#N/A,,,Timber,#N/A,Timber,,,Timber mainly,0,2,5,other,None known,pfaf.org,VU - vulnerable,"Found in all forest types, from the edge of the pine savannah to the climax rainforest, but mostly in mixed hardwood forest belts, along riverbanks, on deep alluvial soils of considerable fertility[303 ].","S. America - Brazil, Bolivia and Peru, north through Central America to Mexico.",,Insects,#N/A
,Swietenia mahagoni,"Mahogany, West Indies Mahogany",,"Mahogany, West Indies Mahogany",species,Meliaceae,Swietenia,mahagoni,NA,Accepted,http://www.tropicos.org/Name/20400599,Tree,Evergreen Tree,Evergreen Tree,Evergreen,tree,Perennial,Woody,No,25,25.00  ,NA,Fast,"Cultivated, Ornamental, Wild","Bees, Moths, Thrips",25,800,2500,16,32,,medium -  heavy (clay),No shade,Moist,10 ->  12,No,NA,#N/A,#N/A,#N/A,Timber,#N/A,,,Timber,#N/A,Timber,,,Timber mainly,0,2,5,other,None known,pfaf.org,NT - near threatened,"Pastures, along the sides of roads, rare in natural woodland[426 ].","Southeastern N. America - Florida, to the Caribbean.",,"Bees, Moths, Thrips",#N/A
